Text,Label
"Document: Lease Extension Agreement Text: This lease extension agreement made on [date], between [Landlord], and [Tenant], whereby the Parties agree to extend the term of an existing lease agreement for a specified period. The agreement may include provisions regarding rent adjustments, lease conditions, and any other terms relevant to the lease extension.",Legal Documents
"Document: Subscription Agreement Text: This subscription agreement entered into on [date], between [Company], and [Subscriber], whereby the Subscriber agrees to subscribe to certain products or services offered by the Company for a defined period or term. The agreement outlines the subscription terms, pricing, payment terms, renewal conditions, and termination provisions.",Legal Documents
"Document: Joint Marketing Agreement Text: This joint marketing agreement executed on [date], between [Companies], whereby the Companies agree to collaborate on marketing activities or campaigns to promote their products or services. The agreement outlines the scope of marketing collaboration, resource contributions, marketing channels, co-branding arrangements, and dispute resolution mechanisms.",Legal Documents
"Document: Investment Management Agreement Text: This investment management agreement made on [date], between [Investor], and [Investment Manager], whereby the Investment Manager agrees to manage specified investments or assets on behalf of the Investor. The agreement outlines the investment objectives, risk tolerance, investment strategies, performance benchmarks, compensation, and termination conditions.",Legal Documents
"Document: Software Maintenance Agreement Text: This software maintenance agreement entered into on [date], between [Software Vendor], and [Customer], whereby the Software Vendor agrees to provide maintenance and support services for specified software or applications used by the Customer. The agreement outlines the scope of maintenance services, service levels, response times, software updates, and termination conditions.",Legal Documents
"Document: Share Subscription Agreement Text: This share subscription agreement made on [date], between [Company], and [Subscriber], whereby the Subscriber agrees to subscribe for a specified number of shares in the Company in exchange for a subscription price. The agreement outlines the subscription terms, share issuance, payment terms, shareholder rights, and any other relevant provisions.",Legal Documents
"Document: Royalty Agreement Text: This royalty agreement executed on [date], between [Licensor], and [Licensee], whereby the Licensee agrees to pay royalties to the Licensor for the use of specified intellectual property, such as patents, trademarks, or copyrights. The agreement outlines the royalty rates, payment terms, accounting procedures, audit rights, and termination conditions.",Legal Documents
"Document: Manufacturing License Agreement Text: This manufacturing license agreement entered into on [date], between [Licensor], and [Licensee], whereby the Licensor grants the Licensee the right to manufacture specified products or goods using licensed intellectual property. The agreement outlines the licensing terms, manufacturing standards, quality control, royalty payments, and termination provisions.",Legal Documents
"Document: Shareholders' Voting Agreement Text: This shareholders' voting agreement made on [date], between [Shareholders], whereby the Shareholders agree to vote their shares in a certain manner on specified corporate matters, such as election of directors, mergers and acquisitions, or amendments to corporate bylaws. The agreement may include provisions regarding voting rights, quorum requirements, voting obligations, and enforcement mechanisms.",Legal Documents
"Document: Manufacturing Services Agreement Text: This manufacturing services agreement executed on [date], between [Manufacturer], and [Client], whereby the Manufacturer agrees to provide manufacturing services for specified products or goods on behalf of the Client. The agreement outlines the scope of manufacturing services, quality standards, pricing, delivery schedules, and intellectual property rights.",Legal Documents
"Document: Production Sharing Agreement Text: This production sharing agreement made on [date], between [Operator], and [Contractor], whereby the Operator grants the Contractor the right to explore, develop, and produce hydrocarbons or minerals in a specific area or concession. The agreement outlines the rights, duties, and responsibilities of each party, cost recovery mechanisms, profit-sharing arrangements, and dispute resolution mechanisms.",Legal Documents
"Document: Merchandising Agreement Text: This merchandising agreement entered into on [date], between [",Legal Documents
"Document: Trust Administration Agreement Text: This trust administration agreement made on [date], between [Trustee], and [Beneficiaries], whereby the Trustee agrees to administer and manage a trust for the benefit of specified beneficiaries according to the terms and conditions specified in the trust instrument. The agreement outlines the duties and powers of the Trustee, distribution procedures, accounting requirements, and termination provisions.",Legal Documents
"Document: Indefeasible Right of Use (IRU) Agreement Text: This indefeasible right of use (IRU) agreement executed on [date], between [Fiber Provider], and [Customer], whereby the Fiber Provider grants the Customer the right to use specified fiber optic infrastructure for a defined period or term. The agreement outlines the terms of the IRU, including access rights, usage fees, maintenance obligations, and termination provisions.",Legal Documents
"Document: Share Pledge Agreement Text: This share pledge agreement made on [date], between [Pledgor], and [Pledgee], whereby the Pledgor pledges shares of stock as collateral to secure the repayment of a debt or performance of other obligations owed to the Pledgee. The agreement outlines the terms of the pledge, including enforcement rights, release conditions, and remedies in case of default.",Legal Documents
"Balance Sheet as of March 31, 2023 - Assets: $800,000, Liabilities: $300,000...",Financial Statement
"Income Statement for the year ending 2022 - Net Income: $120,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $180,000, Investing Activities: -$50,000...",Financial Statement
"Balance Sheet as of December 31, 2022 - Assets: $750,000, Liabilities: $280,000...",Financial Statement
"Income Statement for the year ending 2021 - Net Income: $100,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $160,000, Investing Activities: -$40,000...",Financial Statement
"Balance Sheet as of September 30, 2022 - Assets: $700,000, Liabilities: $250,000...",Financial Statement
"Income Statement for the year ending 2020 - Net Income: $90,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $140,000, Investing Activities: -$30,000...",Financial Statement
"Balance Sheet as of June 30, 2022 - Assets: $650,000, Liabilities: $220,000...",Financial Statement
"Income Statement for the year ending 2019 - Net Income: $80,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $120,000, Investing Activities: -$20,000...",Financial Statement
"Balance Sheet as of March 31, 2022 - Assets: $600,000, Liabilities: $200,000...",Financial Statement
"Income Statement for the year ending 2018 - Net Income: $70,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $100,000, Investing Activities: -$10,000...",Financial Statement
"Balance Sheet as of December 31, 2021 - Assets: $550,000, Liabilities: $180,000...",Financial Statement
"Income Statement for the year ending 2017 - Net Income: $60,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $80,000, Investing Activities: -$5,000...",Financial Statement
"Balance Sheet as of September 30, 2021 - Assets: $500,000, Liabilities: $160,000...",Financial Statement
"Income Statement for the year ending 2016 - Net Income: $50,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $60,000, Investing Activities: -$3,000...",Financial Statement
"Balance Sheet as of June 30, 2021 - Assets: $450,000, Liabilities: $140,000...",Financial Statement
"Income Statement for the year ending 2015 - Net Income: $40,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $40,000, Investing Activities: -$2,000...",Financial Statement
"Balance Sheet as of March 31, 2021 - Assets: $400,000, Liabilities: $120,000...",Financial Statement
"Income Statement for the year ending 2014 - Net Income: $30,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $20,000, Investing Activities: -$1,000...",Financial Statement
"Balance Sheet as of December 31, 2020 - Assets: $350,000, Liabilities: $100,000...",Financial Statement
"Income Statement for the year ending 2013 - Net Income: $20,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $10,000, Investing Activities: -$500...",Financial Statement
"Balance Sheet as of September 30, 2020 - Assets: $300,000, Liabilities: $80,000...",Financial Statement
"Income Statement for the year ending 2012 - Net Income: $10,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $5,000, Investing Activities: -$200...",Financial Statement
"Balance Sheet as of June 30, 2020 - Assets: $250,000, Liabilities: $60,000...",Financial Statement
"Income Statement for the year ending 2011 - Net Income: $5,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $2,000, Investing Activities: -$100...",Financial Statement
"Balance Sheet as of March 31, 2020 - Assets: $200,000, Liabilities: $50,000...",Financial Statement
"Income Statement for the year ending 2010 - Net Income: $2,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $1,000, Investing Activities: -$50...",Financial Statement
"Cash Flow Statement - Operating Activities: $4,000, Investing Activities: -$50...",Financial Statement
"Balance Sheet as of December 31, 2019 - Assets: $180,000, Liabilities: $40,000...",Financial Statement
"Income Statement for the year ending 2018 - Net Income: $15,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $8,000, Investing Activities: -$300...",Financial Statement
"Balance Sheet as of September 30, 2019 - Assets: $160,000, Liabilities: $35,000...",Financial Statement
"Income Statement for the year ending 2017 - Net Income: $12,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $6,000, Investing Activities: -$200...",Financial Statement
"Balance Sheet as of June 30, 2019 - Assets: $140,000, Liabilities: $30,000...",Financial Statement
"Income Statement for the year ending 2016 - Net Income: $10,000...",Financial Statement
"Cash Flow Statement - Operating Activities: $5,000, Investing Activities: -$100...",Financial Statement
"Balance Sheet as of March 31, 2019 - Assets: $120,000, Liabilities: $25,000...",Financial Statement
"Income Statement for the year ending 2015 - Net Income: $8,000...",Financial Statement
"According to Gran , the company has no plans to move all production to Russia , although that is where the company is growing .",Financial Statement
"Technopolis plans to develop in stages an area of no less than 100,000 square meters in order to host companies working in computer technologies and telecommunications , the statement said .",Financial Statement
"The international electronic industry company Elcoteq has laid off tens of employees from its Tallinn facility ; contrary to earlier layoffs the company contracted the ranks of its office workers , the daily Postimees reported .",Financial Statement
With the new production plant the company would increase its capacity to meet the expected increase in demand and would improve the use of raw materials and therefore increase the production profitability .,Financial Statement
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",Financial Statement
FINANCING OF ASPOCOMP 'S GROWTH Aspocomp is aggressively pursuing its growth strategy by increasingly focusing on technologically more demanding HDI printed circuit boards PCBs .,Financial Statement
"For the last quarter of 2010 , Componenta 's net sales doubled to EUR131m from EUR76m for the same period a year earlier , while it moved to a zero pre-tax profit from a pre-tax loss of EUR7m .",Financial Statement
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",Financial Statement
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,Financial Statement
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",Financial Statement
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,Financial Statement
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",Financial Statement
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",Financial Statement
"Finnish Talentum reports its operating profit increased to EUR 20.5 mn in 2005 from EUR 9.3 mn in 2004 , and net sales totaled EUR 103.3 mn , up from EUR 96.4 mn .",Financial Statement
"Clothing retail chain Sepp+ñl+ñ 's sales increased by 8 % to EUR 155.2 mn , and operating profit rose to EUR 31.1 mn from EUR 17.1 mn in 2004 .",Financial Statement
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",Financial Statement
"Foundries division reports its sales increased by 9.7 % to EUR 63.1 mn from EUR 57.5 mn in the corresponding period in 2006 , and sales of the Machine Shop division increased by 16.4 % to EUR 41.2 mn from EUR 35.4 mn in the corresponding period in 2006 .",Financial Statement
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",Financial Statement
"Incap Contract Manufacturing Services Pvt Ltd , a subsidiary of Incap Corporation of Finland , plans to double its revenues by 2007-2008 .",Financial Statement
"Its board of directors will propose a dividend of EUR0 .12 per share for 2010 , up from the EUR0 .08 per share paid in 2009 .",Financial Statement
"Lifetree was founded in 2000 , and its revenues have risen on an average by 40 % with margins in late 30s .",Financial Statement
"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today .",Financial Statement
"MegaFon 's subscriber base increased 16.1 % in 2009 to 50.5 million users as of December 31 , while its market share by the number of customers amounted to 24 % as of late 2009 , up from 23 % as of late 2008 , according to TeliaSonera estimates .",Financial Statement
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",Financial Statement
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),Financial Statement
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",Financial Statement
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,Financial Statement
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",Financial Statement
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",Financial Statement
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",Financial Statement
"The Brazilian unit of Finnish security solutions provider F-Secure signed up 1,500 new clients last year , online news source Reseller Web quoted the division 's commercial director , Vladimir Brand+úo , as saying .",Financial Statement
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",Financial Statement
"The Lithuanian beer market made up 14.41 million liters in January , a rise of 0.8 percent from the year-earlier figure , the Lithuanian Brewers ' Association reporting citing the results from its members .",Financial Statement
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",Financial Statement
"The fair value of the property portfolio doubled as a result of the Kapiteeli acquisition and totalled EUR 2,686.2 1,259.7 million .",Financial Statement
10 February 2011 - Finnish media company Sanoma Oyj HEL : SAA1V said yesterday its 2010 net profit almost tripled to EUR297 .3 m from EUR107 .1 m for 2009 and announced a proposal for a raised payout .,Financial Statement
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",Financial Statement
"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .",Financial Statement
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",Financial Statement
"In January , traffic , measured in revenue passenger kilometres RPK , went up by 3.2 % and capacity , measured in available seat kilometres ASK , rose by 12.2 % .",Financial Statement
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",Financial Statement
"Net income from life insurance rose to EUR 16.5 mn from EUR 14.0 mn , and net income from non-life insurance to EUR 22.6 mn from EUR 15.2 mn in 2009 .",Financial Statement
"Nyrstar has also agreed to supply to Talvivaara up to 150,000 tonnes of sulphuric acid per annum for use in Talvivaara 's leaching process during the period of supply of the zinc in concentrate .",Financial Statement
"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .",Financial Statement
Sales have risen in other export markets .,Financial Statement
Sales increased due to growing market rates and increased operations .,Financial Statement
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,Financial Statement
"The agreement was signed with Biohit Healthcare Ltd , the UK-based subsidiary of Biohit Oyj , a Finnish public company which develops , manufactures and markets liquid handling products and diagnostic test systems .",Financial Statement
The company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached EUR 141.7 million .,Financial Statement
"The company 's order book stood at 1.5 bln euro $ 2.2 bln on September 30 , 2007 , up by 24.2 pct on the year , with international orders amounting to 365 mln euro $ 534.3 mln .",Financial Statement
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",Financial Statement
"The world 's second largest stainless steel maker said net profit in the three-month period until Dec. 31 surged to euro603 million US$ 781 million , or euro3 .33 US$ 4.31 per share , from euro172 million , or euro0 .94 per share , the previous year .",Financial Statement
"Within the framework of the partnership , Nokia Siemens Networks has signed an initial framework purchase agreement with Sitronics subsidiary , JSC Mikron , which is the largest manufacturer and exporter of microelectronic components in Russia .",Financial Statement
"Seppala 's revenue increased by 0.2 % to EUR10 .1 m. In Finland , revenue went down by 2.4 % to EUR6 .8 m , while sales abroad rose by 6.2 % to EUR3 .3 m. Sales increased in all the Baltic countries as well as in Russia and Ukraine .",Financial Statement
"Shares of Standard Chartered ( STAN ) rose 1.2 % in the FTSE 100 , while Royal Bank of Scotland ( RBS ) shares rose 2 % and Barclays shares ( BARC ) ( BCS ) were up 1.7 % .",Financial Statement
Shares of Nokia Corp. rose Thursday after the cell phone maker said its third-quarter earnings almost doubled and its share of the global handset market increased .,Financial Statement
"In its financial report , published on Friday , SEB said its net profit soared to SEK6 .745 bn in 2010 from a year-earlier SEK1 .114 bn and proposed a 50 % dividend increase to SEK1 .50 per share .",Financial Statement
Sales for the Department Store Division increased by 15 % and sales for the clothing store subsidiary Seppala increased by 8 % Meanwhile sales for Hobby Hall decreased by 12 % .,Financial Statement
"At the request of Finnish media company Alma Media 's newspapers , research manager Jari Kaivo-oja at the Finland Futures Research Centre at the Turku School of Economics has drawn up a future scenario for Finland 's national economy by using a model developed by the University of Denver .",Financial Statement
"In Sweden , Gallerix accumulated SEK denominated sales were down 1 % and EUR denominated sales were up 11 % .",Financial Statement
The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,Financial Statement
"When this investment is in place , Atria plans to expand into the Moscow market .",Financial Statement
"`` The new agreement is a continuation to theagreement signed earlier this year with the Lemminkainen Group , whereby Cramo acquired the entire construction machine fleet ofLemminkainen Talo Oy Ita - ja Pohjois Suomo , and signed asimilar agreement , '' said Tatu Hauhio , managing director ofCramo Finland .",Financial Statement
"At first the contract envisaged the construction of three ferryboats with an option for two more units , further confirmed at a total value of 500 mln euro ( $ 645.8 mln ) .",Financial Statement
"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",Financial Statement
"KESKO CORPORATION STOCK EXCHANGE RELEASE 28.02.2008 AT 09.30 1 ( 1 ) Kesko Corporation and Aspo plc today signed an agreement by which Aspo acquires the share capital of Kauko-Telko Ltd , a subsidiary wholly owned by Kesko .",Financial Statement
Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,Financial Statement
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,Financial Statement
"The contract covers HDO platform , AC800 and CXE880 optical Fttb nodes designed to increase the forward and return path capacity of the transmission networks .",Financial Statement
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,Financial Statement
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",Financial Statement
"- So , the sales growth of cars considerably influence on the tires market '' .",Financial Statement
"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan .",Financial Statement
"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",Financial Statement
"Finnish real estate investor Sponda Plc said on Wednesday 12 March that it has signed agreements with Danske Bank A-S , Helsinki Branch for a 7-year EUR150m credit facility and with Ilmarinen Mutual Pension Insurance Company for a 7-year EUR50m credit facility .",Financial Statement
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",Financial Statement
"Other measures included increasing synergies and economies of scale within the Grimaldi Group and personnel adjustments , divestments and redelivery of excess tonnage .",Financial Statement
"Rinkuskiai raised the sales by 18.1 percent , to 1.37 million liters , while the sales of Kauno Alus grew by 14.3 percent , to 960,000 liters .",Financial Statement
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,Financial Statement
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,Financial Statement
"The 718,430 new Series A shares will become subject to trading on the Helsinki Stock Exchange 's Main List , together with the old Series A shares , on July 3 , 2006 .",Financial Statement
The fuel purchase contracts have been signed with three months ' delivery from this September to November .,Financial Statement
Tiimari operates 194 stores in six countries -- including its core Finnish market -- and generated a turnover of 76.5 mln eur in 2005 .,Financial Statement
Under this agreement Biohit becomes a focus supplier of pipettors and disposable pipettor tips to VWR customers throughout Europe .,Financial Statement
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",Financial Statement
No blind-spots coming from 1 vantage point allows investigators to see the whole story in high resolution with no unbroken video .,Financial Statement
"The company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that `` market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year '' .",Financial Statement
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,Financial Statement
"In January-September 2007 , Finnlines ' net sales rose to EUR 505.4 mn from EUR 473.5 mn in the corresponding period in 2006 .",Financial Statement
"Adjusted for changes in the Group structure , the Division 's net sales increased by 1.7 % .",Financial Statement
"`` The change will optimize the operational efficiencies of our growing business , '' said Julia Prohaska , director of marketing communications for Fiskars .",Financial Statement
"`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",Financial Statement
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V saw its net profit jump to EUR2 .1 m for the last quarter of 2010 from EUR995 ,000 for the same period of 2009 .",Financial Statement
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,Financial Statement
Finnish Bank of +àland 's consolidated net operating profit increased from EUR 4.8 mn in the first quarter of 2005 to EUR 6.4 mn in the first quarter of 2006 .,Financial Statement
"Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009 , up from EUR 37.3 mn in the corresponding period in 2008 .",Financial Statement
"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier .",Financial Statement
Net sales of Finnish food industry company L+ñnnen Tehtaat 's continuing operations increased by 13 % in 2008 to EUR 349.1 mn from EUR 309.6 mn in 2007 .,Financial Statement
An individual promotion also generated slightly higher-than-expected revenues .,Financial Statement
"""Vanguard's Total Stock Market Index Fund Outperforms Active Funds, Attracts Billions in Assets""",Financial Statement
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement .,Financial Statement
"In the third quarter of 2010 , net sales increased by 5.2 % to EUR 205.5 mn , and operating profit by 34.9 % to EUR 23.5 mn .",Financial Statement
Operating profit rose to EUR 13.1 mn from EUR 8.7 mn in the corresponding period in 2007 representing 7.7 % of net sales .,Financial Statement
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",Financial Statement
TeliaSonera TLSN said the offer is in line with its strategy to increase its ownership in core business holdings and would strengthen Eesti Telekom 's offering to its customers .,Financial Statement
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,Financial Statement
"Rinkuskiai 's beer sales fell by 6.5 per cent to 4.16 million litres , while Kauno Alus ' beer sales jumped by 6.9 per cent to 2.48 million litres .",Financial Statement
Mobile communication and wireless broadband provider Nokia Inc NYSE : NOK today set new financial targets and forecasts for Nokia and the mobile device industry and also for Nokia,Financial Statement
"Net sales surged by 18.5 % to EUR167 .8 m. Teleste said that EUR20 .4 m , or 12.2 % , of the sales came from the acquisitions made in 2009 .",Financial Statement
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,Financial Statement
"Company XYZ reported a net income of $50 million for the fiscal year 2021, representing a 20% increase compared to the previous year.",Financial Statement
"For the fiscal year ending December 31, 2023, Company ABC reported a net profit of $75 million, representing a 10% increase compared to the previous year.",Financial Statement
"In the second quarter of 2022, Retailer XYZ experienced a 25% surge in online sales, reaching $100 million, driven by strong consumer demand and digital marketing efforts.",Financial Statement
"Automaker DEF announced plans to invest $1 billion in electric vehicle manufacturing facilities over the next three years, aiming to capitalize on the growing demand for sustainable transportation solutions.",Financial Statement
"During the first half of 2023, Pharmaceutical Company PQR launched a new drug that generated $50 million in revenue, contributing to a 15% increase in total sales.",Financial Statement
"Financial Institution MNO reported a return on equity (ROE) of 15% for the fiscal year 2022, outperforming industry benchmarks and demonstrating strong profitability.",Financial Statement
"Technology Giant GHI acquired a cloud computing startup for $500 million, enhancing its capabilities in data storage and software-as-a-service (SaaS) solutions.",Financial Statement
"Construction Company LMN secured a $200 million contract to build a new infrastructure project, boosting its revenue outlook for the next fiscal year.",Financial Statement
"In the third quarter of 2022, Hospitality Chain OPQ achieved an occupancy rate of 90% across its properties, signaling a recovery in the travel and tourism sector.",Financial Statement
"Investment Firm RST launched a new mutual fund focused on sustainable investing, attracting $100 million in assets under management within the first month.",Financial Statement
"For the year 2023, Energy Producer UVW announced plans to invest $300 million in renewable energy projects, aiming to reduce its carbon footprint and meet sustainability goals.",Financial Statement
"Goldman Sachs Upgrades Netflix Stock to 'Buy', Sets Price Target at $700",Financial Statement
Morgan Stanley Downgrades Ford Shares to 'Neutral' Amid Chip Shortages,Financial Statement
"JP Morgan Raises Price Target for Alphabet, Citing Strong Ad Revenue Growth",Financial Statement
"Revenue from international markets accounted for 30% of XYZ Corporation's total sales in 2022, signaling successful global expansion efforts.",Financial Statement
"Apple's Q4 Earnings Beat Expectations, Driven by iPhone 13 Sales",Financial Statement
Amazon Posts Record Revenue of $125 Billion in Q3 2023,Financial Statement
Microsoft's Azure Cloud Services Division Reports 40% Revenue Growth,Financial Statement
"DEF Airlines recorded a load factor of 85% in Q4 2022, indicating strong demand for air travel services despite challenging market conditions.",Financial Statement
"Tech Innovations Inc. reported a quarterly loss of $0.20 per share in Q3 2022, attributed to increased research and development expenses.",Financial Statement
Market Outlook 2024: Analysts Predict Volatility Amid Global Uncertainty,Financial Statement
Investors Bullish on Tech Stocks as Innovation Drives Market Growth,Financial Statement
Global Supply Chain Disruptions Impacting Manufacturing Sector Performance,Financial Statement
"For the fiscal year 2023, Energy Solutions Corp. recorded a 10% increase in revenue, driven by higher demand for renewable energy products and services.",Financial Statement
US GDP Growth Slows to 2% in Q2 Amid Supply Chain Constraints,Financial Statement
European Central Bank Stimulus Package Aims to Boost Inflation and Economic Recovery,Financial Statement
China's Manufacturing PMI Falls Below 50 Amidst Trade Tensions,Financial Statement
"ABC Bank's Tier 1 capital ratio stood at 12% as of the end of Q2 2022, exceeding regulatory requirements and indicating strong capital adequacy.",Financial Statement
"Apple's Annual Shareholder Meeting Scheduled for March 15, 2024",Financial Statement
"Amazon Prime Day 2023 Sets New Sales Records, Boosting Investor Confidence",Financial Statement
Microsoft CEO Satya Nadella to Keynote at Tech Industry Conference,Financial Statement
"Real Estate Developer ABC acquired a prime commercial property for $50 million, expanding its portfolio and revenue potential.",Financial Statement
SEC Investigating Insider Trading Allegations Against XYZ Corporation,Financial Statement
EU Commission Imposes €500 Million Fine on Tech Giant for Antitrust Violations,Financial Statement
Federal Trade Commission Launches Probe Into Social Media Privacy Practices,Financial Statement
"At the end of 2021, Insurance Provider MNO reported a combined ratio of 90%, indicating profitable underwriting operations.",Financial Statement
"Cryptocurrency Market Volatility Continues, Bitcoin Price Drops Below $30,000",Financial Statement
"S&P 500 Hits Record Highs, Investors Optimistic About Economic Recovery",Financial Statement
